"IDFIRMA";"IDFAMILIA";"IDARTICULO";"TARIFA";"PRECIO"
"08";"01";"015500.010      ";8;0,55 €
"08";"01";"015500.010      ";9;0,55 €
"08";"01";"015500.010      ";10;0,55 €
"08";"01";"015520.010      ";1;0,52 €
"08";"01";"015520.010      ";2;0,52 €
"08";"01";"015520.010      ";3;0,52 €
"08";"01";"015520.010      ";4;0,52 €
"08";"01";"015520.010      ";5;0,52 €
"08";"01";"015520.010      ";6;0,52 €
"08";"01";"015520.010      ";7;0,52 €
"08";"01";"015520.010      ";8;0,52 €
"08";"01";"015520.010      ";9;0,52 €
"08";"01";"015520.010      ";10;0,52 €
"08";"01";"015540.010      ";1;0,60 €
"08";"01";"015540.010      ";2;0,60 €
"08";"01";"015540.010      ";3;0,60 €
"08";"01";"015540.010      ";4;0,60 €
"08";"01";"015540.010      ";5;0,60 €
"08";"01";"015540.010      ";6;0,60 €
"08";"01";"015540.010      ";7;0,60 €
"08";"01";"015540.010      ";8;0,60 €
"08";"01";"015540.010      ";9;0,60 €
"08";"01";"015540.010      ";10;0,60 €
"08";"01";"015600.010      ";1;0,55 €
"08";"01";"015600.010      ";2;0,55 €
"08";"01";"015600.010      ";3;0,55 €
"08";"01";"015600.010      ";4;0,55 €
"08";"01";"015600.010      ";5;0,55 €
"08";"01";"015600.010      ";6;0,55 €
"08";"01";"015600.010      ";7;0,55 €
"08";"01";"015600.010      ";8;0,55 €
"08";"01";"015600.010      ";9;0,55 €
"08";"01";"015600.010      ";10;0,55 €
"08";"01";"015600.030      ";1;0,59 €
"08";"01";"015600.030      ";2;0,59 €
"08";"01";"015600.030      ";3;0,59 €
"08";"01";"015600.030      ";4;0,59 €
"08";"01";"015600.030      ";5;0,59 €
"08";"01";"015600.030      ";6;0,59 €
"08";"01";"015600.030      ";7;0,59 €
"08";"01";"015600.030      ";8;0,59 €
"08";"01";"015600.030      ";9;0,59 €
"08";"01";"015600.030      ";10;0,59 €
"08";"01";"015620.010      ";1;0,90 €
"08";"01";"015620.010      ";2;0,90 €
"08";"01";"015620.010      ";3;0,90 €
"08";"01";"015620.010      ";4;0,90 €
"08";"01";"015620.010      ";5;0,90 €
"08";"01";"015620.010      ";6;0,90 €
"08";"01";"015620.010      ";7;0,90 €
"08";"01";"015620.010      ";8;0,90 €
"08";"01";"015620.010      ";9;0,90 €
"08";"01";"015620.010      ";10;0,90 €
"08";"01";"015620.030";1;1,00 €
"08";"01";"015620.030";2;1,00 €
"08";"01";"015620.030";3;1,00 €
"08";"01";"015620.030";4;1,00 €
"08";"01";"015620.030";5;1,00 €
"08";"01";"015620.030";6;1,00 €
"08";"01";"015620.030";7;1,00 €
"08";"01";"015620.030";8;1,00 €
"08";"01";"015620.030";9;1,00 €
"08";"01";"015620.030";10;1,00 €
"08";"01";"015700.010      ";1;0,65 €
"08";"01";"015700.010      ";2;0,65 €
"08";"01";"015700.010      ";3;0,65 €
"08";"01";"015700.010      ";4;0,65 €
"08";"01";"015700.010      ";5;0,65 €
"08";"01";"015700.010      ";6;0,65 €
"08";"01";"015700.010      ";7;0,65 €
"08";"01";"015700.010      ";8;0,65 €
"08";"01";"015700.010      ";9;0,65 €
"08";"01";"015700.010      ";10;0,65 €
"08";"01";"015740.010      ";1;0,72 €
"08";"01";"015740.010      ";2;0,72 €
"08";"01";"015740.010      ";3;0,72 €
"08";"01";"015740.010      ";4;0,72 €
"08";"01";"015740.010      ";5;0,72 €
"08";"01";"015740.010      ";6;0,72 €
"08";"01";"015740.010      ";7;0,72 €
"08";"01";"015740.010      ";8;0,72 €
"08";"01";"015740.010      ";9;0,72 €
"08";"01";"015740.010      ";10;0,72 €
"08";"01";"015900.010      ";1;0,69 €
"08";"01";"015900.010      ";2;0,69 €
"08";"01";"015900.010      ";3;0,69 €
"08";"01";"015900.010      ";4;0,69 €
"08";"01";"015900.010      ";5;0,69 €
"08";"01";"015900.010      ";6;0,69 €
"08";"01";"015900.010      ";7;0,69 €
"08";"01";"015900.010      ";8;0,69 €
"08";"01";"015900.010      ";9;0,69 €
"08";"01";"015900.010      ";10;0,69 €
"08";"01";"021060.010      ";1;0,60 €
"08";"01";"021060.010      ";2;0,60 €
"08";"01";"021060.010      ";3;0,60 €
"08";"01";"021060.010      ";4;0,60 €
"08";"01";"021060.010      ";5;0,60 €
"08";"01";"021060.010      ";6;0,60 €
"08";"01";"021060.010      ";7;0,60 €
"08";"01";"021060.010      ";8;0,60 €
"08";"01";"021060.010      ";9;0,60 €
"08";"01";"021060.010      ";10;0,60 €
"08";"01";"021140.010      ";1;0,60 €
"08";"01";"021140.010      ";2;0,60 €
"08";"01";"021140.010      ";3;0,60 €
"08";"01";"021140.010      ";4;0,60 €
"08";"01";"021140.010      ";5;0,60 €
"08";"01";"021140.010      ";6;0,60 €
"08";"01";"021140.010      ";7;0,60 €
"08";"01";"021140.010      ";8;0,60 €
"08";"01";"021140.010      ";9;0,60 €
"08";"01";"021140.010      ";10;0,60 €
"08";"01";"021160.010      ";1;0,60 €
"08";"01";"021160.010      ";2;0,60 €
"08";"01";"021160.010      ";3;0,60 €
"08";"01";"021160.010      ";4;0,60 €
"08";"01";"021160.010      ";5;0,60 €
"08";"01";"021160.010      ";6;0,60 €
"08";"01";"021160.010      ";7;0,60 €
"08";"01";"021160.010      ";8;0,60 €
"08";"01";"021160.010      ";9;0,60 €
"08";"01";"021160.010      ";10;0,60 €
"08";"01";"021220.010      ";1;0,60 €
"08";"01";"021220.010      ";2;0,60 €
"08";"01";"021220.010      ";3;0,60 €
"08";"01";"021220.010      ";4;0,60 €
"08";"01";"021220.010      ";5;0,60 €
"08";"01";"021220.010      ";6;0,60 €
"08";"01";"021220.010      ";7;0,60 €
"08";"01";"021220.010      ";8;0,60 €
"08";"01";"021220.010      ";9;0,60 €
"08";"01";"021220.010      ";10;0,60 €
"08";"01";"021240.010      ";1;0,95 €
"08";"01";"021240.010      ";2;0,95 €
"08";"01";"021240.010      ";3;0,95 €
"08";"01";"021240.010      ";4;0,95 €
"08";"01";"021240.010      ";5;0,95 €
"08";"01";"021240.010      ";6;0,95 €
"08";"01";"021240.010      ";7;0,95 €
"08";"01";"021240.010      ";8;0,95 €
"08";"01";"021240.010      ";9;0,95 €
"08";"01";"021240.010      ";10;0,95 €
"08";"01";"021260.010      ";1;0,90 €
"08";"01";"021260.010      ";2;0,90 €
"08";"01";"021260.010      ";3;0,90 €
"08";"01";"021260.010      ";4;0,90 €
"08";"01";"021260.010      ";5;0,90 €
"08";"01";"021260.010      ";6;0,90 €
"08";"01";"021260.010      ";7;0,90 €
"08";"01";"021260.010      ";8;0,90 €
"08";"01";"021260.010      ";9;0,90 €
"08";"01";"021260.010      ";10;0,90 €
"08";"01";"021280.010      ";1;1,00 €
"08";"01";"021280.010      ";2;1,00 €
"08";"01";"021280.010      ";3;1,00 €
"08";"01";"021280.010      ";4;1,00 €
"08";"01";"021280.010      ";5;1,00 €
"08";"01";"021280.010      ";6;1,00 €
"08";"01";"021280.010      ";7;1,00 €
"08";"01";"021280.010      ";8;1,00 €
"08";"01";"021280.010      ";9;1,00 €
"08";"01";"021280.010      ";10;1,00 €
"08";"01";"021300.010      ";1;1,00 €
"08";"01";"021300.010      ";2;1,00 €
"08";"01";"021300.010      ";3;1,00 €
"08";"01";"021300.010      ";4;1,00 €
"08";"01";"021300.010      ";5;1,00 €
"08";"01";"021300.010      ";6;1,00 €
"08";"01";"021300.010      ";7;1,00 €
"08";"01";"021300.010      ";8;1,00 €
"08";"01";"021300.010      ";9;1,00 €
"08";"01";"021300.010      ";10;1,00 €
"08";"01";"021320.010      ";1;1,00 €
"08";"01";"021320.010      ";2;1,00 €
"08";"01";"021320.010      ";3;1,00 €
"08";"01";"021320.010      ";4;1,00 €
"08";"01";"021320.010      ";5;1,00 €
"08";"01";"021320.010      ";6;1,00 €
"08";"01";"021320.010      ";7;1,00 €
"08";"01";"021320.010      ";8;1,00 €
"08";"01";"021320.010      ";9;1,00 €
"08";"01";"021320.010      ";10;1,00 €
"08";"01";"021340.010      ";1;1,00 €
"08";"01";"021340.010      ";2;1,00 €
"08";"01";"021340.010      ";3;1,00 €
"08";"01";"021340.010      ";4;1,00 €
"08";"01";"021340.010      ";5;1,00 €
"08";"01";"021340.010      ";6;1,00 €
"08";"01";"021340.010      ";7;1,00 €
"08";"01";"021340.010      ";8;1,00 €
"08";"01";"021340.010      ";9;1,00 €
"08";"01";"021340.010      ";10;1,00 €
"08";"01";"021380.010      ";1;1,35 €
"08";"01";"021380.010      ";2;1,35 €
"08";"01";"021380.010      ";3;1,35 €
"08";"01";"021380.010      ";4;1,35 €
"08";"01";"021380.010      ";5;1,35 €
"08";"01";"021380.010      ";6;1,35 €
"08";"01";"021380.010      ";7;1,35 €
"08";"01";"021380.010      ";8;1,35 €
"08";"01";"021380.010      ";9;1,35 €
"08";"01";"021380.010      ";10;1,35 €
"08";"01";"021500.010      ";1;0,95 €
"08";"01";"021500.010      ";2;0,95 €
"08";"01";"021500.010      ";3;0,95 €
"08";"01";"021500.010      ";4;0,95 €
"08";"01";"021500.010      ";5;0,95 €
"08";"01";"021500.010      ";6;0,95 €
"08";"01";"021500.010      ";7;0,95 €
"08";"01";"021500.010      ";8;0,95 €
"08";"01";"021500.010      ";9;0,95 €
"08";"01";"021500.010      ";10;0,95 €
"08";"01";"021540.010      ";1;0,95 €
"08";"01";"021540.010      ";2;0,95 €
"08";"01";"021540.010      ";3;0,95 €
"08";"01";"021540.010      ";4;0,95 €
"08";"01";"021540.010      ";5;0,95 €
"08";"01";"021540.010      ";6;0,95 €
"08";"01";"021540.010      ";7;0,95 €
"08";"01";"021540.010      ";8;0,95 €
"08";"01";"021540.010      ";9;0,95 €
"08";"01";"021540.010      ";10;0,95 €
"08";"01";"021600.010      ";1;0,61 €
"08";"01";"021600.010      ";2;0,61 €
"08";"01";"021600.010      ";3;0,61 €
"08";"01";"021600.010      ";4;0,61 €
"08";"01";"021600.010      ";5;0,61 €
"08";"01";"021600.010      ";6;0,61 €
"08";"01";"021600.010      ";7;0,61 €
"08";"01";"021600.010      ";8;0,61 €
"08";"01";"021600.010      ";9;0,61 €
"08";"01";"021600.010      ";10;0,61 €
"08";"01";"021620.010      ";1;0,61 €
"08";"01";"021620.010      ";2;0,61 €
"08";"01";"021620.010      ";3;0,61 €
"08";"01";"021620.010      ";4;0,61 €
"08";"01";"021620.010      ";5;0,61 €
"08";"01";"021620.010      ";6;0,61 €
"08";"01";"021620.010      ";7;0,61 €
"08";"01";"021620.010      ";8;0,61 €
"08";"01";"021620.010      ";9;0,61 €
"08";"01";"021620.010      ";10;0,61 €
"08";"01";"021720.010      ";1;1,00 €
"08";"01";"021720.010      ";2;1,00 €
"08";"01";"021720.010      ";3;1,00 €
"08";"01";"021720.010      ";4;1,00 €
"08";"01";"021720.010      ";5;1,00 €
"08";"01";"021720.010      ";6;1,00 €
"08";"01";"021720.010      ";7;1,00 €
"08";"01";"021720.010      ";8;1,00 €
"08";"01";"021720.010      ";9;1,00 €
"08";"01";"021720.010      ";10;1,00 €
"08";"01";"021740.010      ";1;1,00 €
"08";"01";"021740.010      ";2;1,00 €
"08";"01";"021740.010      ";3;1,00 €
"08";"01";"021740.010      ";4;1,00 €
"08";"01";"021740.010      ";5;1,00 €
"08";"01";"021740.010      ";6;1,00 €
"08";"01";"021740.010      ";7;1,00 €
"08";"01";"021740.010      ";8;1,00 €
"08";"01";"021740.010      ";9;1,00 €
"08";"01";"021740.010      ";10;1,00 €
"08";"01";"022160.010      ";1;1,50 €
"08";"01";"022160.010      ";2;1,50 €
"08";"01";"022160.010      ";3;1,50 €
"08";"01";"022160.010      ";4;1,50 €
"08";"01";"022160.010      ";5;1,50 €
"08";"01";"022160.010      ";6;1,50 €
"08";"01";"022160.010      ";7;1,50 €
"08";"01";"022160.010      ";8;1,50 €
"08";"01";"022160.010      ";9;1,50 €
"08";"01";"022160.010      ";10;1,50 €
"08";"01";"022220.010      ";1;1,50 €
"08";"01";"022220.010      ";2;1,50 €
"08";"01";"022220.010      ";3;1,50 €
"08";"01";"022220.010      ";4;1,50 €
"08";"01";"022220.010      ";5;1,50 €
"08";"01";"022220.010      ";6;1,50 €
"08";"01";"022220.010      ";7;1,50 €
"08";"01";"022220.010      ";8;1,50 €
"08";"01";"022220.010      ";9;1,50 €
"08";"01";"022220.010      ";10;1,50 €
"08";"01";"022260.010      ";1;1,50 €
"08";"01";"022260.010      ";2;1,50 €
"08";"01";"022260.010      ";3;1,50 €
"08";"01";"022260.010      ";4;1,50 €
"08";"01";"022260.010      ";5;1,50 €
"08";"01";"022260.010      ";6;1,50 €
"08";"01";"022260.010      ";7;1,50 €
"08";"01";"022260.010      ";8;1,50 €
"08";"01";"022260.010      ";9;1,50 €
"08";"01";"022260.010      ";10;1,50 €
"08";"01";"022600.010      ";1;1,50 €
"08";"01";"022600.010      ";2;1,50 €
"08";"01";"022600.010      ";3;1,50 €
"08";"01";"022600.010      ";4;1,50 €
"08";"01";"022600.010      ";5;1,50 €
"08";"01";"022600.010      ";6;1,50 €
"08";"01";"022600.010      ";7;1,50 €
"08";"01";"022600.010      ";8;1,50 €
"08";"01";"022600.010      ";9;1,50 €
"08";"01";"022600.010      ";10;1,50 €
"08";"01";"022620.010      ";1;1,50 €
"08";"01";"022620.010      ";2;1,50 €
"08";"01";"022620.010      ";3;1,50 €
"08";"01";"022620.010      ";4;1,50 €
"08";"01";"022620.010      ";5;1,50 €
"08";"01";"022620.010      ";6;1,50 €
"08";"01";"022620.010      ";7;1,50 €
"08";"01";"022620.010      ";8;1,50 €
"08";"01";"022620.010      ";9;1,50 €
"08";"01";"022620.010      ";10;1,50 €
"08";"01";"023220.010      ";1;1,50 €
"08";"01";"023220.010      ";2;1,50 €
"08";"01";"023220.010      ";3;1,50 €
"08";"01";"023220.010      ";4;1,50 €
"08";"01";"023220.010      ";5;1,50 €
"08";"01";"023220.010      ";6;1,50 €
"08";"01";"023220.010      ";7;1,50 €
"08";"01";"023220.010      ";8;1,50 €
"08";"01";"023220.010      ";9;1,50 €
"08";"01";"023220.010      ";10;1,50 €
"08";"01";"023600.010      ";1;1,50 €
"08";"01";"023600.010      ";2;1,50 €
"08";"01";"023600.010      ";3;1,50 €
"08";"01";"023600.010      ";4;1,50 €
"08";"01";"023600.010      ";5;1,50 €
"08";"01";"023600.010      ";6;1,50 €
"08";"01";"023600.010      ";7;1,50 €
"08";"01";"023600.010      ";8;1,50 €
"08";"01";"023600.010      ";9;1,50 €
"08";"01";"023600.010      ";10;1,50 €
"08";"01";"023620.010      ";1;1,50 €
"08";"01";"023620.010      ";2;1,50 €
"08";"01";"023620.010      ";3;1,50 €
"08";"01";"023620.010      ";4;1,50 €
"08";"01";"023620.010      ";5;1,50 €
"08";"01";"023620.010      ";6;1,50 €
"08";"01";"023620.010      ";7;1,50 €
"08";"01";"023620.010      ";8;1,50 €
"08";"01";"023620.010      ";9;1,50 €
"08";"01";"023620.010      ";10;1,50 €
"08";"01";"023640.010      ";1;1,50 €
"08";"01";"023640.010      ";2;1,50 €
"08";"01";"023640.010      ";3;1,50 €
"08";"01";"023640.010      ";4;1,50 €
"08";"01";"023640.010      ";5;1,50 €
"08";"01";"023640.010      ";6;1,50 €
"08";"01";"023640.010      ";7;1,50 €
"08";"01";"023640.010      ";8;1,50 €
"08";"01";"023640.010      ";9;1,50 €
"08";"01";"023640.010      ";10;1,50 €
"08";"01";"024620.010      ";1;3,30 €
"08";"01";"024620.010      ";2;3,30 €
"08";"01";"024620.010      ";3;3,30 €
"08";"01";"024620.010      ";4;3,30 €
"08";"01";"024620.010      ";5;3,30 €
"08";"01";"024620.010      ";6;3,30 €
"08";"01";"024620.010      ";7;3,30 €
"08";"01";"024620.010      ";8;3,30 €
"08";"01";"024620.010      ";9;3,30 €
"08";"01";"024620.010      ";10;3,30 €
"08";"01";"024640.010      ";1;3,30 €
"08";"01";"024640.010      ";2;3,30 €
"08";"01";"024640.010      ";3;3,30 €
"08";"01";"024640.010      ";4;3,30 €
"08";"01";"024640.010      ";5;3,30 €
"08";"01";"024640.010      ";6;3,30 €
"08";"01";"024640.010      ";7;3,30 €
"08";"01";"024640.010      ";8;3,30 €
"08";"01";"024640.010      ";9;3,30 €
"08";"01";"024640.010      ";10;3,30 €
"08";"01";"025640.010      ";1;4,50 €
"08";"01";"025640.010      ";2;4,50 €
"08";"01";"025640.010      ";3;4,50 €
"08";"01";"025640.010      ";4;4,50 €
"08";"01";"025640.010      ";5;4,50 €
"08";"01";"025640.010      ";6;4,50 €
"08";"01";"025640.010      ";7;4,50 €
"08";"01";"025640.010      ";8;4,50 €
"08";"01";"025640.010      ";9;4,50 €
"08";"01";"025640.010      ";10;4,50 €
"08";"01";"031939.010      ";1;0,35 €
"08";"01";"031939.010      ";2;0,35 €
"08";"01";"031939.010      ";3;0,35 €
"08";"01";"031939.010      ";4;0,35 €
"08";"01";"031939.010      ";5;0,35 €
"08";"01";"031939.010      ";6;0,35 €
"08";"01";"031939.010      ";7;0,35 €
"08";"01";"031939.010      ";8;0,35 €
"08";"01";"031939.010      ";9;0,35 €
"08";"01";"031939.010      ";10;0,35 €
"08";"01";"031949.010      ";1;0,40 €
"08";"01";"031949.010      ";2;0,40 €
"08";"01";"031949.010      ";3;0,40 €
"08";"01";"031949.010      ";4;0,40 €
"08";"01";"031949.010      ";5;0,40 €
"08";"01";"031949.010      ";6;0,40 €
"08";"01";"031949.010      ";7;0,40 €
"08";"01";"031949.010      ";8;0,40 €
"08";"01";"031949.010      ";9;0,40 €
"08";"01";"031949.010      ";10;0,40 €
"08";"01";"031950.010      ";1;0,50 €
"08";"01";"031950.010      ";2;0,50 €
"08";"01";"031950.010      ";3;0,50 €
"08";"01";"031950.010      ";4;0,50 €
"08";"01";"031950.010      ";5;0,50 €
"08";"01";"031950.010      ";6;0,50 €
"08";"01";"031950.010      ";7;0,50 €
"08";"01";"031950.010      ";8;0,50 €
"08";"01";"031950.010      ";9;0,50 €
"08";"01";"031950.010      ";10;0,50 €
"08";"01";"031960.010      ";1;0,55 €
"08";"01";"031960.010      ";2;0,55 €
"08";"01";"031960.010      ";3;0,55 €
"08";"01";"031960.010      ";4;0,55 €
"08";"01";"031960.010      ";5;0,55 €
"08";"01";"031960.010      ";6;0,55 €
"08";"01";"031960.010      ";7;0,55 €
"08";"01";"031960.010      ";8;0,55 €
"08";"01";"031960.010      ";9;0,55 €
"08";"01";"031960.010      ";10;0,55 €
"08";"01";"032060.010      ";1;0,65 €
"08";"01";"032060.010      ";2;0,65 €
"08";"01";"032060.010      ";3;0,65 €
"08";"01";"032060.010      ";4;0,65 €
"08";"01";"032060.010      ";5;0,65 €
"08";"01";"032060.010      ";6;0,65 €
"08";"01";"032060.010      ";7;0,65 €
"08";"01";"032060.010      ";8;0,65 €
"08";"01";"032060.010      ";9;0,65 €
"08";"01";"032060.010      ";10;0,65 €
"08";"01";"032160.010      ";1;0,72 €
"08";"01";"032160.010      ";2;0,72 €
"08";"01";"032160.010      ";3;0,72 €
"08";"01";"032160.010      ";4;0,72 €
"08";"01";"032160.010      ";5;0,72 €
"08";"01";"032160.010      ";6;0,72 €
"08";"01";"032160.010      ";7;0,72 €
"08";"01";"032160.010      ";8;0,72 €
"08";"01";"032160.010      ";9;0,72 €
"08";"01";"032160.010      ";10;0,72 €
"08";"01";"032220.010      ";1;0,80 €
"08";"01";"032220.010      ";2;0,80 €
"08";"01";"032220.010      ";3;0,80 €
"08";"01";"032220.010      ";4;0,80 €
"08";"01";"032220.010      ";5;0,80 €
"08";"01";"032220.010      ";6;0,80 €
"08";"01";"032220.010      ";7;0,80 €
"08";"01";"032220.010      ";8;0,80 €
"08";"01";"032220.010      ";9;0,80 €
"08";"01";"032220.010      ";10;0,80 €
"08";"01";"032260.010      ";1;0,80 €
"08";"01";"032260.010      ";2;0,80 €
"08";"01";"032260.010      ";3;0,80 €
"08";"01";"032260.010      ";4;0,80 €
"08";"01";"032260.010      ";5;0,80 €
"08";"01";"032260.010      ";6;0,80 €
"08";"01";"032260.010      ";7;0,80 €
"08";"01";"032260.010      ";8;0,80 €
"08";"01";"032260.010      ";9;0,80 €
"08";"01";"032260.010      ";10;0,80 €
"08";"01";"032600.010      ";1;0,80 €
"08";"01";"032600.010      ";2;0,80 €
"08";"01";"032600.010      ";3;0,80 €
"08";"01";"032600.010      ";4;0,80 €
"08";"01";"032600.010      ";5;0,80 €
"08";"01";"032600.010      ";6;0,80 €
"08";"01";"032600.010      ";7;0,80 €
"08";"01";"032600.010      ";8;0,80 €
"08";"01";"032600.010      ";9;0,80 €
"08";"01";"032600.010      ";10;0,80 €
"08";"01";"032620.010      ";1;1,30 €
"08";"01";"032620.010      ";2;1,30 €
"08";"01";"032620.010      ";3;1,30 €
"08";"01";"032620.010      ";4;1,30 €
"08";"01";"032620.010      ";5;1,30 €
"08";"01";"032620.010      ";6;1,30 €
"08";"01";"032620.010      ";7;1,30 €
"08";"01";"032620.010      ";8;1,30 €
"08";"01";"032620.010      ";9;1,30 €
"08";"01";"032620.010      ";10;1,30 €
"08";"01";"032740.010      ";1;0,90 €
"08";"01";"032740.010      ";2;0,90 €
"08";"01";"032740.010      ";3;0,90 €
"08";"01";"032740.010      ";4;0,90 €
"08";"01";"032740.010      ";5;0,90 €
"08";"01";"032740.010      ";6;0,90 €
"08";"01";"032740.010      ";7;0,90 €
"08";"01";"032740.010      ";8;0,90 €
"08";"01";"032740.010      ";9;0,90 €
"08";"01";"032740.010      ";10;0,90 €
"08";"01";"032939.010      ";1;0,80 €
"08";"01";"032939.010      ";2;0,80 €
"08";"01";"032939.010      ";3;0,80 €
"08";"01";"032939.010      ";4;0,80 €
"08";"01";"032939.010      ";5;0,80 €
"08";"01";"032939.010      ";6;0,80 €
"08";"01";"032939.010      ";7;0,80 €
"08";"01";"032939.010      ";8;0,80 €
"08";"01";"032939.010      ";9;0,80 €
"08";"01";"032939.010      ";10;0,80 €
"08";"01";"032949.010      ";1;0,80 €
"08";"01";"032949.010      ";2;0,80 €
"08";"01";"032949.010      ";3;0,80 €
"08";"01";"032949.010      ";4;0,80 €
"08";"01";"032949.010      ";5;0,80 €
"08";"01";"032949.010      ";6;0,80 €
"08";"01";"032949.010      ";7;0,80 €
"08";"01";"032949.010      ";8;0,80 €
"08";"01";"032949.010      ";9;0,80 €
"08";"01";"032949.010      ";10;0,80 €
"08";"01";"032959.010      ";1;0,80 €
"08";"01";"032959.010      ";2;0,80 €
"08";"01";"032959.010      ";3;0,80 €
"08";"01";"032959.010      ";4;0,80 €
"08";"01";"032959.010      ";5;0,80 €
"08";"01";"032959.010      ";6;0,80 €
"08";"01";"032959.010      ";7;0,80 €
"08";"01";"032959.010      ";8;0,80 €
"08";"01";"032959.010      ";9;0,80 €
"08";"01";"032959.010      ";10;0,80 €
"08";"01";"238000.095      ";1;6,40 €
"08";"01";"238000.095      ";2;6,40 €
"08";"01";"238000.095      ";3;6,40 €
"08";"01";"238000.095      ";4;6,40 €
"08";"01";"238000.095      ";5;6,40 €
"08";"01";"238000.095      ";6;6,40 €
"08";"01";"238000.095      ";7;6,40 €
"08";"01";"238000.095      ";8;6,40 €
"08";"01";"238000.095      ";9;6,40 €
"08";"01";"238000.095      ";10;6,40 €
"08";"01";"238001.095      ";1;6,40 €
"08";"01";"238001.095      ";2;6,40 €
"08";"01";"238001.095      ";3;6,40 €
"08";"01";"238001.095      ";4;6,40 €
"08";"01";"238001.095      ";5;6,40 €
"08";"01";"238001.095      ";6;6,40 €
"08";"01";"238001.095      ";7;6,40 €
"08";"01";"238001.095      ";8;6,40 €
"08";"01";"238001.095      ";9;6,40 €
"08";"01";"238001.095      ";10;6,40 €
"08";"01";"238100.095      ";1;5,20 €
"08";"01";"238100.095      ";2;5,20 €
"08";"01";"238100.095      ";3;5,20 €
"08";"01";"238100.095      ";4;5,20 €
"08";"01";"238100.095      ";5;5,20 €
"08";"01";"238100.095      ";6;5,20 €
"08";"01";"238100.095      ";7;5,20 €
"08";"01";"238100.095      ";8;5,20 €
"08";"01";"238100.095      ";9;5,20 €
"08";"01";"238100.095      ";10;5,20 €
"08";"01";"238101.095      ";1;5,20 €
"08";"01";"238101.095      ";2;5,20 €
"08";"01";"238101.095      ";3;5,20 €
"08";"01";"238101.095      ";4;5,20 €
"08";"01";"238101.095      ";5;5,20 €
"08";"01";"238101.095      ";6;5,20 €
"08";"01";"238101.095      ";7;5,20 €
"08";"01";"238101.095      ";8;5,20 €
"08";"01";"238101.095      ";9;5,20 €
"08";"01";"238101.095      ";10;5,20 €
"08";"01";"238102.095      ";1;5,20 €
"08";"01";"238102.095      ";2;5,20 €
"08";"01";"238102.095      ";3;5,20 €
"08";"01";"238102.095      ";4;5,20 €
"08";"01";"238102.095      ";5;5,20 €
"08";"01";"238102.095      ";6;5,20 €
"08";"01";"238102.095      ";7;5,20 €
"08";"01";"238102.095      ";8;5,20 €
"08";"01";"238102.095      ";9;5,20 €
"08";"01";"238102.095      ";10;5,20 €
"08";"01";"238200.095      ";1;5,40 €
"08";"01";"238200.095      ";2;5,40 €
"08";"01";"238200.095      ";3;5,40 €
"08";"01";"238200.095      ";4;5,40 €
"08";"01";"238200.095      ";5;5,40 €
"08";"01";"238200.095      ";6;5,40 €
"08";"01";"238200.095      ";7;5,40 €
"08";"01";"238200.095      ";8;5,40 €
"08";"01";"238200.095      ";9;5,40 €
"08";"01";"238200.095      ";10;5,40 €
"08";"01";"238201.095      ";1;5,40 €
"08";"01";"238201.095      ";2;5,40 €
"08";"01";"238201.095      ";3;5,40 €
"08";"01";"238201.095      ";4;5,40 €
"08";"01";"238201.095      ";5;5,40 €
"08";"01";"238201.095      ";6;5,40 €
"08";"01";"238201.095      ";7;5,40 €
"08";"01";"238201.095      ";8;5,40 €
"08";"01";"238201.095      ";9;5,40 €
"08";"01";"238201.095      ";10;5,40 €
"08";"01";"238300.095      ";1;5,20 €
"08";"01";"238300.095      ";2;5,20 €
"08";"01";"238300.095      ";3;5,20 €
"08";"01";"238300.095      ";4;5,20 €
"08";"01";"238300.095      ";5;5,20 €
"08";"01";"238300.095      ";6;5,20 €
"08";"01";"238300.095      ";7;5,20 €
"08";"01";"238300.095      ";8;5,20 €
"08";"01";"238300.095      ";9;5,20 €
"08";"01";"238300.095      ";10;5,20 €
"08";"01";"238301.095      ";1;5,20 €
"08";"01";"238301.095      ";2;5,20 €
"08";"01";"238301.095      ";3;5,20 €
"08";"01";"238301.095      ";4;5,20 €
"08";"01";"238301.095      ";5;5,20 €
"08";"01";"238301.095      ";6;5,20 €
"08";"01";"238301.095      ";7;5,20 €
"08";"01";"238301.095      ";8;5,20 €
"08";"01";"238301.095      ";9;5,20 €
"08";"01";"238301.095      ";10;5,20 €
"08";"01";"238302.095      ";1;5,40 €
"08";"01";"238302.095      ";2;5,40 €
"08";"01";"238302.095      ";3;5,40 €
"08";"01";"238302.095      ";4;5,40 €
"08";"01";"238302.095      ";5;5,40 €
"08";"01";"238302.095      ";6;5,40 €
"08";"01";"238302.095      ";7;5,40 €
"08";"01";"238302.095      ";8;5,40 €
"08";"01";"238302.095      ";9;5,40 €
"08";"01";"238302.095      ";10;5,40 €
"08";"01";"238400.095      ";1;11,00 €
"08";"01";"238400.095      ";2;11,00 €
"08";"01";"238400.095      ";3;11,00 €
"08";"01";"238400.095      ";4;11,00 €
"08";"01";"238400.095      ";5;11,00 €
"08";"01";"238400.095      ";6;11,00 €
"08";"01";"238400.095      ";7;11,00 €
"08";"01";"238400.095      ";8;11,00 €
"08";"01";"238400.095      ";9;11,00 €
"08";"01";"238400.095      ";10;11,00 €
"08";"01";"238500.095      ";1;8,20 €
"08";"01";"238500.095      ";2;8,20 €
